,robot_id,sum_running_time,avg_inst_temperature,sum_running_circles,avg_current_fluctuation,joint
38,Zu7250815,238737,52.098549600000005,339243.0,14.23530174,4
39,Zu7250797,236612,55.25344962,336041.0,15.24954439,4
40,Zu7250777,1317937,53.75731759,514930.0,14.67212147,4
41,Zu7210031,11698161,42.65288513,2337846.0,0.079633291,4
42,Zu7250813,243977,53.73027924,347770.0,14.81495303,4
43,Zu7210180,11901451,54.51660006,889497.0,12.80525669,4
0,Zu7210015,10664959,39.916282,26715.0,0.6359437139999999,5
1,Zu7210070,23654346,37.63386544,2357474.0,1.131061174,5
2,Zu12100040,1318601,56.0,1045185.0,10.996414999999999,5
3,Zu3100091,13982800,47.06798,400250.5938,1.0183235000000002,5
4,Zu7250098,12819108,47.83693892,801595.0,2.830408929,5
5,C7300104,58058,49.21917808,41516.0,15.4109589,5
6,C7300105,179417,42.7752809,105211.0,13.25842697,5
7,Zu12100319,567558,48.62993456,40503.8984,0.652322145,5
8,Zu12110106,204055,52.44387618,33735.6016,1.336644235,5
9,Zu7210079,9599314,40.15512913,47449.3984,0.35893177299999995,5
10,Zu3100177,18080651,48.402485,353397.0,6.155605,5
11,Zu7210116,10437925,42.42354178,951334.0,2.070415134,5
12,Zu7210007,10313728,61.88679245,4370175.0,7.642411642000001,5
13,Zu7250287,9732965,39.43118133,26713.8008,0.271229321,5
14,Zu12100097,1132657,49.38798,1023894.0,11.678165,5
15,Zu3100212,16075144,49.841095,379510.0,3.234755,5
16,Zu7250085,4569545,28.93225806,89259.7969,0.47172043,5
17,Zu3110009,12527521,49.94072793,242530.4063,0.485933371,5
18,Zu18100074,10440440,41.92996401,30279.6992,0.795284164,5
19,Zu3100022,5528419,49.666915,287766.0,5.348990000000001,5
20,Zu7270004,10618079,39.79125,50278.6992,0.34208,5
21,Zu12100236,11165534,42.0285227,32145.8008,0.237647298,5
22,Zu7260015,10173797,40.94203132,86684.0,0.478505534,5
23,Zu7210133,15491980,41.83546226,1320097.0,0.59472979,5
24,Zu7250761,739960,39.38679612,81852.0,0.364271845,5
25,Zu7250768,737551,39.54069767,85936.0,1.0786821709999999,5
26,Zu7250739,1646359,55.71047765,1068981.0,10.57587446,5
27,Zu5120148,337978,52.33018635,186297.0,10.07178823,5
28,Zu7250801,338093,52.69886082,238664.0,16.14392645,5
29,Zu7250790,910564,51.33899084,585173.0,16.12944421,5
30,Zu7250806,243868,53.21803447,156871.0,13.31926936,5
31,Zu7250740,1906306,54.46604688,1364470.0,12.4944088,5
32,Zu7250809,252191,53.41804953,169053.0,12.04263467,5
33,Zu7250800,242653,53.65804345,160930.0,14.23759889,5
34,Zu7250812,242064,53.00214538,160078.0,11.852725900000001,5
35,Zu7250795,237591,50.88771634,111864.0,5.401266357000001,5
36,Zu7250811,244323,54.90074833,162815.0,15.84954707,5
37,Zu7250805,243727,54.21952181,182610.0,15.00525486,5
38,Zu7250815,238737,52.098549600000005,157442.0,12.70771821,5
39,Zu7250797,236612,55.25344962,155912.0,14.95391825,5
40,Zu7250777,1317937,53.75731759,239780.0,11.70544074,5
41,Zu7210031,11698161,42.65288513,1086987.0,0.066331116,5
42,Zu7250813,243977,53.73027924,162472.0,13.72976451,5
43,Zu7210180,11901451,54.51660006,419829.0,6.987088841,5
0,Zu7210015,10664959,39.916282,49687.0,0.582234982,6
1,Zu7210070,23654346,37.63386544,3908958.0,1.225599957,6
2,Zu12100040,1318601,56.0,430505.0,13.04055,6
3,Zu3100091,13982800,47.06798,279680.1875,0.731579,6
4,Zu7250098,12819108,47.83693892,1860704.0,2.305007877,6
5,C7300104,58058,49.21917808,67398.0,14.97260274,6
6,C7300105,179417,42.7752809,177542.0,12.80898876,6
7,Zu12100319,567558,48.62993456,34276.6016,0.5606502010000001,6
8,Zu12110106,204055,52.44387618,15433.5,1.165796321,6
9,Zu7210079,9599314,40.15512913,105247.7031,0.339567,6
10,Zu3100177,18080651,48.402485,1190232.0,3.430525,6
11,Zu7210116,10437925,42.42354178,1632358.0,1.297425118,6
12,Zu7210007,10313728,61.88679245,3769925.0,5.844702467,6
13,Zu7250287,9732965,39.43118133,26243.5996,0.47051370200000003,6
14,Zu12100097,1132657,49.38798,585908.0,12.183819999999999,6
15,Zu3100212,16075144,49.841095,391330.0,5.94814,6
16,Zu7250085,4569545,28.93225806,157254.4063,0.605806452,6
17,Zu3110009,12527521,49.94072793,209040.7969,0.35795649799999996,6
18,Zu18100074,10440440,41.92996401,36786.1016,0.54507475,6
19,Zu3100022,5528419,49.666915,524355.0,5.74231,6
20,Zu7270004,10618079,39.79125,90316.2969,0.376583,6
21,Zu12100236,11165534,42.0285227,38268.1016,0.182306661,6
22,Zu7260015,10173797,40.94203132,131060.2031,0.418977617,6
23,Zu7210133,15491980,41.83546226,2155858.0,1.465832961,6
24,Zu7250761,739960,39.38679612,131062.0,0.9184466020000001,6
25,Zu7250768,737551,39.54069767,126960.0,1.088372093,6
26,Zu7250739,1646359,55.71047765,1761350.0,9.49558808,6
27,Zu5120148,337978,52.33018635,306230.0,8.505294335,6
28,Zu7250801,338093,52.69886082,392586.0,16.99525136,6
29,Zu7250790,910564,51.33899084,960148.0,17.17241719,6
30,Zu7250806,243868,53.21803447,259309.0,13.3505274,6
31,Zu7250740,1906306,54.46604688,2239050.0,15.04766269,6
32,Zu7250809,252191,53.41804953,277534.0,11.34528976,6
33,Zu7250800,242653,53.65804345,264688.0,14.10925531,6
34,Zu7250812,242064,53.00214538,263225.0,11.61118122,6
35,Zu7250795,237591,50.88771634,184142.0,4.764401294,6
36,Zu7250811,244323,54.90074833,266545.0,14.67414993,6
37,Zu7250805,243727,54.21952181,300584.0,13.83000525,6
38,Zu7250815,238737,52.098549600000005,259092.0,11.42864543,6
39,Zu7250797,236612,55.25344962,256631.0,10.85303306,6
40,Zu7250777,1317937,53.75731759,393495.0,10.96364403,6
41,Zu7210031,11698161,42.65288513,1778704.0,0.074330397,6
42,Zu7250813,243977,53.73027924,265776.0,12.58666838,6
43,Zu7210180,11901451,54.51660006,690507.0,6.278358438,6
